UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES;
VILANOVA I LA GELTRU;CATALU�A;BARCELONA;VILANOVA I LA GELTRU;C/RAMBLA EXPOSICION, 57;;938147050;b-cia-sitges-ia-vilanovageltru@guardiacivil.org;
PREMIA DE MAR;CATALU�A;BARCELONA;PREMIA DE MAR;C/CAPITANS DE MAR, 91;;937524855;b-iae-premiamar@guardiacivil.org;
CALELLA (MATARO);CATALU�A;BARCELONA;CALELLA;C/ SANT JAUME, 494;;937690591;b-cia-premiamar-ia-calella@guardiacivil.org ;
TERRASSA;CATALU�A;BARCELONA;TERRASSA;AVDA. GLORIAS CATALANAS  3;;937332471;b-pto-terrasa-ia@guardiacivil.org;
BADIA DEL VALLES;CATALU�A;BARCELONA;BADIA DEL VALLES;C/ ZARAGOZA, 10;;937193610;b-ia-badiavalles@guardiacivil.org;
MOLLET DEL VALLES;CATALU�A;BARCELONA;MOLLET DEL VALLES;C/CAN PANTIQUET, 97-99;;935705559;b-iae-molletvalles@guardiacivil.org ;
CANOVELLES;CATALU�A;BARCELONA;CANOVELLES;PASEO DE LA RIBERA, S/N;;938465353;b-pto-canovelles-ia@guardiacivil.org;
MANRESA;CATALU�A;BARCELONA;MANRESA;CTRA. CARDONA, 86-92;;938726666;b-cia-manresa-ia@guardiacivil.org;
IGUALADA;CATALU�A;BARCELONA;IGUALADA;C/LES COMES, 36;;938031266;b-pto-igualada-ia@guardiacivil.org;
BERGA;CATALU�A;BARCELONA;BERGA;C/CASAMPONS, 1;;938216830;b-pto-berga-ia@guardiacivil.org;
VIC;CATALU�A;BARCELONA;VIC;C/FONT DELS FRARES, 1;;938832178;b-pto-vic-ia@guardiacivil.org;
I.A.E. DE GIRONA;CATALU�A;GIRONA;GIRONA;C/EMILIO GRAHIT, 52;;972208650;gi-cmd-girona-ia@guardiacivil.org;
PUIGCERDA;CATALU�A;GIRONA;PUIGCERDA;CAMINO PEDROSA,S/N;;972884411;gi-ptf-puigcerda-ia@guardiacivil.org;
RIPOLL;CATALU�A;GIRONA;RIPOLL;C/CONCEPCION DUCLOUX, 1;;972700082;gi-ptf-ripoll-ia@guardiacivil.org ;
ROSES;CATALU�A;GIRONA;ROSES;C/PERE III, 1-7;;972256272;gi-ptf-roses-ia@guardiacivil.org;
FIGUERAS;CATALU�A;GIRONA;FIGUERES;C/ NUEVA, 80;;972678610;gi-ptf-figueres-ia@guardiacivil.org;
PALAMOS;CATALU�A;GIRONA;PALAMOS;C/HOSPITAL, 34;;972312078;gi-cia-palamos-ia@guardiacivil.org;
LLORET DE MAR;CATALU�A;GIRONA;LLORET DE MAR;AVDA. DE VIDRERA, 53;;972367250;gi-ia-lloretmar@guardiacivil.org;
I.A.E. DE TARRAGONA;CATALU�A;TARRAGONA;TARRAGONA;C/ MARIA AURELIA CAPMANY S/N;;977237777;t-cmd-tarragona-ia@guardiacivil.org;
REUS;CATALU�A;TARRAGONA;REUS;PASEO MATA, 5;;977331164;t-cia-reus-ia@guardiacivil.org;
MORA D'EBRE;CATALU�A;TARRAGONA;MORA D'EBRE;AVD. COMARQUES CATALANES, 45;;977403097;t-pto-moradebre-ia@guardiacivil.org;
TORTOSA;CATALU�A;TARRAGONA;TORTOSA;AVD. COLON, 28-32;;977500108;t-cia-tortosa-ia@guardiacivil.org;
AMPOSTA;CATALU�A;TARRAGONA;AMPOSTA;C/AMERICA, 14;;977700051;t-pto-amposta-ia@guardiacivil.org;
GANDESA;CATALU�A;TARRAGONA;GANDESA;C/ASIS GARROTE, 2;;977420036;T-PTO-GANDESA-IA@GUARDIACIVIL.ORG;
EL VENDRELL;CATALU�A;TARRAGONA;VENDRELL (EL);C/FRANCESC RIERA, S/N;;977660286;t-ia-vendrell@guardiacivil.org;
VALLS;CATALU�A;TARRAGONA;VALLS;CRTA. DE PLA, 49;;977609114;t-cia-valls-ia@guardiacivil.org;
I.A.E. DE LLEIDA;CATALU�A;LLEIDA;LLEIDA;C/ LIBERTAD, 3;;973249008;l-cmd-lleida-ia@guardiacivil.org;
BALAGUER;CATALU�A;LLEIDA;BALAGUER;P�ANGEL GUIMERA, 16;;973443754;l-pto-balaguer-ia@guardiacivil.org;
TARREGA;CATALU�A;LLEIDA;TARREGA;AVDA. TARRAGONA, 1;;973313196;l-pto-tarrega-ia@guardiacivil.org ;
ALCARRAS;CATALU�A;LLEIDA;ALCARRAS;CTRA. VALMANYA S/N;;973790089;l-pto-alcarras-ia@guardiacivil.org;
SEU D'URGEL (LA);CATALU�A;LLEIDA;SEU D'URGELL (LA);C/MONTURULL, 35-43;;973353054;l-cif-seudeurgell-ia@guardiacivil.org;
SOLSONA;CATALU�A;LLEIDA;SOLSONA;C/TRAGINERS, S/N;;973484445;100568-271reg@gcivil.es;
BOSSOST;CATALU�A;LLEIDA;BOSSOST;C/SORIEUS, 7;;973647257;l-pto-bossost-ia@guardiacivil.org ;
TREMP;CATALU�A;LLEIDA;TREMP;C/ MONT-REBEI, 26;;973650524;l-pto-tremp-ia@guardiacivil.org;
ZONA DE ARAGON;ARAG�N;ZARAGOZA;ZARAGOZA;AVDA. CESAR AUGUSTO, 8-10;;976711406;z-zona-zaragoza-ia@guardiacivil.org;
I.A.E. DE ZARAGOZA;ARAG�N;ZARAGOZA;ZARAGOZA;C/RIGLOS,  2 DUPLICADO;;976550986;z-cmd-zaragoza-iae@guardiacivil.org;
CALATAYUD;ARAG�N;ZARAGOZA;CALATAYUD;CTRA.VALENCIA,151-A PLANTA BAJA;;976897060;z-cia-calatayud-iae@guardiacivil.org;
CASPE;ARAG�N;ZARAGOZA;CASPE;C/JOAQUIN COSTA, 6;;976639450;z-cia-caspe-iae@guardiacivil.org ;
TARAZONA;ARAG�N;ZARAGOZA;TARAZONA;C/TERESA CAJAL, 6;;976199120;z-cia-tarazona-iae@guardiacivil.org;
EJEA;ARAG�N;ZARAGOZA;EJEA DE LOS CABALLEROS;C/JOAQUIN COSTA, 17;;976677140;z-cia-ejea-iae@guardiacivil.org;
CASETAS;ARAG�N;ZARAGOZA;ZARAGOZA;C/VIZCAYA, 1;;976462104;z-cia-casetas-ia@guardiacivil.org;
EL BURGO DE EBRO;ARAG�N;ZARAGOZA;BURGO DE EBRO (EL);C/ RAMON Y CAJAL, 124;;976104921;z-pto-burgoebro-iae@guardiacivil.org;
I.A.E. DE HUESCA;ARAG�N;HUESCA;HUESCA;AVD� MARTINEZ DE VELASCO, 83;;974215548;hu-cmd-huesca-ia@guardiacivil.org;
MONZON;ARAG�N;HUESCA;MONZON;CALLE LA BALSA S/N;;974402157;hu-iae-monzon@guardiacivil.org;
GRAUS;ARAG�N;HUESCA;GRAUS;PARTIDA  COSCOLLA, 86;;974540048;hu-cia-graus-ia@guardiacivil.org;
JACA;ARAG�N;HUESCA;JACA;AVDA. FRANCIA, 57;;974361350;hu-iae-jaca@guardiacivil.org;
FRAGA;ARAG�N;HUESCA;FRAGA;AVDA. MEQUINENZA, 2;;974470101;hu-iae-fraga@guardiacivil.org;
I.A.E. DE TERUEL;ARAG�N;TERUEL;TERUEL;PLAZA GUARDIA CIVIL, 1;;978601300;te-cmd-teruel-ia@guardiacivil.org;
ALCA�IZ;ARAG�N;TERUEL;ALCA�IZ;C/CONCEPCI�N GIMENO GIL, 1;;978831313;te-cia-alcaniz-ia@guardiacivil.org;
CALAMOCHA;ARAG�N;TERUEL;CALAMOCHA;C/ARAGON, 39;;978732226;te-cia-calamocha-ia@guardiacivil.org-271REG;
MORA DE RUBIELOS;ARAG�N;TERUEL;MORA DE RUBIELOS;AVDA. IBA�EZ MARTIN, 23;;978800030;te-cia-morarubielos-ia@guardiacivil.org;
I.A.E. DE PAMPLONA;NAVARRA;NAVARRA;PAMPLONA;C/ GALICIA, 2;;948296863;na-cmd-pamplona-ia@guardiacivil.org;
TAFALLA;NAVARRA;NAVARRA;TAFALLA;AVDA. DE TUDELA, 48;;948700089;na-cia-tafalla-ia@guardiacivil.org;
TUDELA;NAVARRA;NAVARRA;TUDELA;C/ARANAZ Y VUDES, 8;;948820073;na-cia-tudela-ia@guardiacivil.org;
ESTELLA;NAVARRA;NAVARRA;ESTELLA;C/MERCADO VIEJO, 21;;948554454;na-cia-estella-ia@guardiacivil.org;
I.A.E. DE LOGRO�O;RIOJA;RIOJA;LOGRO�O;C/DUQUES DE NAJERA, 131-147;;941289914;LO-ZON-LOGRONO-IA@GUARDIACIVIL.ORG;
HARO;RIOJA;RIOJA;HARO;AVDA.DE LOGRO�O, 19;;941310999;lo-cia-haro-ia@guardiacivil.org;
CALAHORRA;RIOJA;RIOJA;CALAHORRA;AVD� NUESTRA SE�ORA DE VALVANERA, 60;;941145432;LO-CIA-CALAHORRA-IA@GUARDIACIVIL.ORG;
ZONA DEL PAIS VASCO;PA�S VASCO;ALAVA;VITORIA-GASTEIZ;SANSOMENDI 4;;945215132;vi-zon-vitoria-iaie@guardiacivil.org;
I.A.E. DE VITORIA;PA�S VASCO;ALAVA;VITORIA-GASTEIZ;C/SANSOMENDI, 4;;945214309;vi-cmd-vitoria-ia@guardiacivil.org;
LLODIO;PA�S VASCO;ALAVA;LLODIO;AVDA. ZUMALACCARREGUI, 27;;946720501;vi-cia-llodio-ia@guardiacivil.org;
LAGUARDIA;PA�S VASCO;ALAVA;LAGUARDIA;CTRA. LOGRO�O-VITORIA, 27;;945600062;vi-ia-laguardia@guardiacivil.org6-271REG;
I.A.E. DE BILBAO;PA�S VASCO;VIZCAYA;BILBAO;PLAZA LA SALVE, 10;;944253400;bi-cmd-bilbao-ia@guardiacivil.org;
GALDACANO;PA�S VASCO;VIZCAYA;GALDAKAO;CRTA. GUERNICA, 10;;944575390;BI-PTO-GALDACANO-IA@GUARDIACIVIL.ORG;
SOMORROSTRO;PA�S VASCO;VIZCAYA;ABANTO Y CIERVANA-ABANTO ZIERBENA;C/. EL CASAL, 22;;946361813;bi-pto-somorrostroabanto-ia@guardiacivil.org;
BARACALDO;PA�S VASCO;VIZCAYA;BARAKALDO;PASEO EL FERROCARRIL, 16;;944377510;bi-cia-baracaldo-ia@guardiacivil.org;
ALGORTA;PA�S VASCO;VIZCAYA;GETXO;C/ARENE, 6;;944306573;BI-CIA-ALGORTA-IA@GUARDIACIVIL.ORG;
GUERNICA;PA�S VASCO;VIZCAYA;GERNIKA-LUMO;CTRA, KORTEZUBI, 17;;946251181;BI-PTP-GUERNICA-IA@GUARDIACIVIL.ORG;
DURANGO;PA�S VASCO;VIZCAYA;DURANGO;C/ MONTORRETA, 18;;946811116;BI-PIO-DURANGO-IA-@GUARDIACIVIL.ORG;
I.A.E. DE GUIPUZCOA;PA�S VASCO;GUIPUZCOA;DONOSTIA-SAN SEBASTIAN;PASEO BARATZATEGI, 60 BAJO;;943275450;ss-sansebastian-ia@guardiacivil.org;
ZARAUTZ;PA�S VASCO;GUIPUZCOA;ZARAUTZ;C/ ALAVA, 52;;943894369;ss-cia-zarauz-ia@guardiacivil.org;
EIBAR;PA�S VASCO;GUIPUZCOA;EIBAR;C/EGUIGUREN TARREN KALEA, 3;;943202125;ss-pto-eibar-ia-especial@guardiacivil.org;
O�ATI;PA�S VASCO;GUIPUZCOA;O�ATI;UNIVERSITATE ETORBIBEA, 11;;943781269;SS-PTO-ONATE-IA-ESPECIAL@GUARDIACIVIL.ORG;
IRUN;PA�S VASCO;GUIPUZCOA;IRUN;C/ARTURO CAMPION, 10 BAJO;;943628428;ss-cia-irun-ia@guardiacivil.org;
ORDIZIA;PA�S VASCO;GUIPUZCOA;ORDIZIA;C/AGARRE-BIDEA, S/N;;943880163;ss-pto-villafrancaordicia-ia-especial@guardiacivil.org;
TOLOSA;PA�S VASCO;GUIPUZCOA;TOLOSA;C/GARMENDIOLA ALDAPA, 1;;943673292;ss-pto-tolosa-ia-especial@guardiacivil.org;
ZONA DE CASTILLA Y LEON;CASTILLA Y LEON;LEON;LEON;AVDA. FERNANDEZ LADREDA, 65;;987253211;le-zon-leon-ia@guardiacivil.org;
I.A.E. DE BURGOS;CASTILLA Y LEON;BURGOS;BURGOS;GLORIETA LOGRO�O, 3-BJ;;947244665;bu-cmd-burgos-ia@guardiacivil.org;
ARANDA DE DUERO;CASTILLA Y LEON;BURGOS;ARANDA DE DUERO;C/SANTIAGO, 9;;947546357;bu-cia-arandaduero-ia@guardiacivil.org;
PARAMO DE MASA;CASTILLA Y LEON;BURGOS;MERINDAD DE RIO UBIERNA;CRTA. SANTANDER KM. 27.100;;947449337;bu-cia-quintanillasobresierra-ia@guardiacivil.org;
MEDINA DE POMAR;CASTILLA Y LEON;BURGOS;MEDINA DE POMAR;AVD. SANTANDER,7;;947190706;BU-CIA-MEDINAPOMAR-IA@GUARDIACIVIL.ORG;
MIRANDA DE EBRO;CASTILLA Y LEON;BURGOS;MIRANDA DE EBRO;C/DUQUE DE AHUMADA, 2;;947347061;BU-CIA-MIRANDAEBRO-IA@GUARDIACIVIL.ORG;
I.A.E. DE SORIA;CASTILLA Y LEON;SORIA;SORIA;C/ EDUARDO SAAVEDRA, 6;;975239428;so-cmd-soria-ia@guardiacivil.org;
ALMAZAN;CASTILLA Y LEON;SORIA;ALMAZAN;AVDA. ESTACION, 1;;975300002;so-cia-almazan-ia@guardiacivil.org;
BURGO DE OSMA;CASTILLA Y LEON;SORIA;BURGO DE OSMA-CIUDAD DE OSMA;C/UNIVERSIDAD, 31;;975340074;so-cia-burgoosma-ia@guardiacivil.org;
I.A.E. DE SALAMANCA;CASTILLA Y LEON;SALAMANCA;SALAMANCA;AVDA. CARLOS I, 2;;923127228;sa-cmd-salamanca-ia@guardiacivil.org;
BEJAR;CASTILLA Y LEON;SALAMANCA;BEJAR;C/OBISPO ZARRAZ, 37;;923408082;SA-IA-BEJAR@GUARDIACIVIL.ORG;
CIUDAD RODRIGO;CASTILLA Y LEON;SALAMANCA;CIUDAD RODRIGO;C/ CARDENAL TAVERA, 1;;923498056;sa-ia-crodrigo@guardiacivil.org;
VITIGUDINO;CASTILLA Y LEON;SALAMANCA;VITIGUDINO;C/ GENERAL REDONDO, 1;;923528138;SA-IA-VITIGUDINO@GUARDIACIVIL.ORG;
I.A.E. DE ZAMORA;CASTILLA Y LEON;ZAMORA;ZAMORA;C/FRAY TORIBIO DE MOTOLINIA, 1;;980557741;za-cmd-zamora-ia@guardiacivil.org;
PUEBLA DE SANABRIA;CASTILLA Y LEON;ZAMORA;PUEBLA DE SANABRIA;C/ VERACRUZ, 2;;980620028;za-cia-pueblasanabria-ia@guardiacivil.org;
BENAVENTE;CASTILLA Y LEON;ZAMORA;BENAVENTE;C/DE LAS ERAS,35;;980631322;za-cia-benavente-ia@guardiacivil.org;
I.A.E. DE AVILA;CASTILLA Y LEON;AVILA;AVILA;CARRETERA DE EL ESPINAR, 2;;920224400;av-cmd-avila-ia@guardiacivil.org;
ARENAS DE SAN PEDRO;CASTILLA Y LEON;AVILA;ARENAS DE SAN PEDRO;C/EL CRISTO, 2;;920376193;av-cia-arenassanpedro-ia@guardiacivil.org ;
PIEDRAHITA;CASTILLA Y LEON;AVILA;PIEDRAHITA;C/COLONIA GOMEZ PEREIRA, S/N;;920360622;av-cia-piedrahita-ia@guardiacivil.org;
CEBREROS;CASTILLA Y LEON;AVILA;CEBREROS;AVDA. CONSTITUCION, 68;;918630006;av-cia-cebreros-ia@guardiacivil.org;
I.A.E. DE VALLADOLID;CASTILLA Y LEON;VALLADOLID;VALLADOLID;AVDA. SORIA, 3;;983296666;VA-CMD-VALLADOLID-IA@GUARDIACIVIL.ORG;
MEDINA DEL CAMPO;CASTILLA Y LEON;VALLADOLID;MEDINA DEL CAMPO;C/DUQUE DE AHUMADA, 2;;983800049;VA-CIA-MEDINACAMPO-IA@GUARDIACIVIL.ORG;
MEDINA DE RIOSECO;CASTILLA Y LEON;VALLADOLID;MEDINA DE RIOSECO;AVENIDA RUIZ DE ALDA, 1;;983725065;va-cia-medinarioseco-ia@guardiacivil.org;
I.A.E. DE PALENCIA;CASTILLA Y LEON;PALENCIA;PALENCIA;AVDA. DE CUBA, 1;;979165243;P-CMD-PALENCIA-IARMAS@GUARDIACIVIL.ORG;
HERRERA DE PISUERGA;CASTILLA Y LEON;PALENCIA;HERRERA DE PISUERGA;PASEO DE LOS TILOS, 7;;979140175;p-cia-herrerapisuerga-iaeherrera@guardiacivil.org;
SALDA�A;CASTILLA Y LEON;PALENCIA;SALDA�A;C/ CUATROPEA N�40;;979892524;p-cia-saldana-iaesaldana@guardiacivil.org;
I.A.E. DE SEGOVIA;CASTILLA Y LEON;SEGOVIA;SEGOVIA;CTRA. SAN RAFAEL, 1;;921426363;sg-cmd-segovia-ia@guardiacivil.org;
SEPULVEDA;CASTILLA Y LEON;SEGOVIA;SEPULVEDA;C/ COMANDANTE CRISTOBAL, 9;;921540946;SG-CIA-SEPULVEDA-IA@GUARDIACIVIL.ORG;
CUELLAR;CASTILLA Y LEON;SEGOVIA;CUELLAR;CTRA. DEL HENAR, 8;;921143420;sg-cia-cuellar-ia@guardiacivil.org;
I.A.E. DE LEON;CASTILLA Y LEON;LEON;LEON;AVDA. FERNANDEZ LADREDA, 65;;987344276;le-cmd-leon-ia@guardiacivil.org;
ASTORGA;CASTILLA Y LEON;LEON;ASTORGA;C/MAYUELO, 49;;987615128;le-cia-astorga-ia@guardiacivil.org;
VALENCIA DON JUAN;CASTILLA Y LEON;LEON;VALENCIA DE DON JUAN;AVDA. ASTURIAS, 1;;987751200;CTA.CORREO 101575-271REG;
PONFERRADA;CASTILLA Y LEON;LEON;PONFERRADA;AV. DE ASTURIAS, 40;;987456487;le-cia-ponferrada-ia@guardiacivil.org;
VILLABLINO;CASTILLA Y LEON;LEON;VILLABLINO;C/ LA LIBERTAD, S/N;;987471690;le-cia-villablino-ia@guardiacivil.org;
I.A.E. DE SANTANDER;CANTABRIA;CANTABRIA;SANTANDER;C/ CAMPOGIRO, 90;;942321400;s-zon-santander-ia@guardiacivil.org;
TORRELAVEGA;CANTABRIA;CANTABRIA;TORRELAVEGA;C/ SANTA TERESA DE JESUS 1;;942808090;s-cia-torrelavega-ia@guardiacivil.org;
REINOSA;CANTABRIA;CANTABRIA;REINOSA;C/ HEROES DE LA GUARDIA CIVIL, 10;;942774446;s-pto-reinosa-ia@guardiacivil.org;
SAN VICENTE DE LA BARQUERA;CANTABRIA;CANTABRIA;SAN VICENTE DE LA BARQUERA;C/ ALTA, 8;;942710007;s-cia-sanvicente-ia@guardiacivil.org;
SANTO�A;CANTABRIA;CANTABRIA;SANTO�A;C/ LA ALAMEDA N� 8;;942660443;s-cia-santona-ia@guardiacivil.org;
LAREDO;CANTABRIA;CANTABRIA;LAREDO;AVD  DUQUE DE AHUMADA, 4;;942605135;s-cia-laredo-ia@guardiacivil.org;
ZONA DEL PRINCIPADO DE ASTURIAS;ASTURIAS;ASTURIAS;OVIEDO;C/CAMINO DE RUBIN, 62;;985119000;o-zon-oviedo-ia@guardiacivil.org;
I.A.E. DE OVIEDO;ASTURIAS;ASTURIAS;OVIEDO;CARRETERA DEL RUBIN, 1;;985119000;o-cmd-oviedo-ia@guardiacivil.org;
MIERES;ASTURIAS;ASTURIAS;MIERES;CALLE ALFONSO CAMIN NUM. 44;;985456536;o-cia-mieres-ia@guardiacivil.org;
SALAS;ASTURIAS;ASTURIAS;SALAS;AVDA. DEL PONTON, 38;;985831540;o-cia-pravia-ia@guardiacivil.org;
CANGAS DEL NARCEA;ASTURIAS;ASTURIAS;CANGAS DEL NARCEA;C/SANTA BARBARA, 2-4;;985810119;o-pto-cangasnarcea-ia@guardiacivil.org;
LUARCA;ASTURIAS;ASTURIAS;VALDES;C/ LA PATETA, N� 15;;985642880;o-cia-luarca-iae@guardiacivil.org;
I.A.E. DE GIJON;ASTURIAS;ASTURIAS;GIJON;C/IRENE FERNANDEZ PERERA, S/N;;985991176;o-cmd-gijon-ia@guardiacivil.org;
AVILES;ASTURIAS;ASTURIAS;AVILES;C/EL PICO BUSTIELLO, 30;;985570200;o-cia-aviles-ia@guardiacivil.org;
LANGREO;ASTURIAS;ASTURIAS;LANGREO;C /UNION N� 2;;985683603;o-cia-samalangreo-ia@guardiacivil.org;
CANGAS DE ONIS;ASTURIAS;ASTURIAS;CANGAS DE ONIS;BARRIO EL LLERAO, 20;;985848056;o-cia-llanes.ia@guardiacivil.org;
ZONA DE GALICIA;GALICIA;CORUNA;CORU�A (A);C/LONZAS, S/N;;981167800;c-zon-coruna-ia@guardiacivil.org;
I.A.E. DE A CORU�A;GALICIA;CORUNA;CORU�A (A);C/MEDICO DEVESA NU�EZ, 3;;981167800;c-cmd-coruna-ia@guardiacivil.org;
FERROL;GALICIA;CORUNA;FERROL;C/ VIRGEN DE LA CABEZA, S/N;;981314403;c-cia-ferrol-ia@guardiacivil.org;
SANTIAGO DE COMPOSTELA;GALICIA;CORUNA;SANTIAGO DE COMPOSTELA;RUA DO DOIRO, 25;;981581611;c-cia-santiagocompostela-ia@guardiacivil.org;
ORDES;GALICIA;CORUNA;ORDES;C/REPUBLICA ARGENTINA, 29;;981680030;c-cia-santiagocompostela-ia-ordes@guardiacivil.org;
NOIA;GALICIA;CORUNA;NOIA;A RASA N� 14;;981820515;c-cia-noia-ia@guardiacivil.org;
CARBALLO;GALICIA;CORUNA;CARBALLO;C/GRAN VIA, 91;;981704065;c-cia-carballo-ia@guardiacivil.org;
I.A.E. DE LUGO;GALICIA;LUGO;LUGO;PLAZA DE BRETA�A, 1;;982221311;lu-cmd-lugo-ia@guardiacivil.org;
MONTERROSO;GALICIA;LUGO;MONTERROSO;C/ CORONEL QUIROGA S/N;;982377003;lu-pto-monterroso-ia-especial@guardiacivil.org;
VILALBA;GALICIA;LUGO;VILALBA;TRVS. DEL CUARTEL, S/N;;982510307;lu-cia-vilalba-ia@guardiacivil.org;
MONFORTE;GALICIA;LUGO;MONFORTE DE LEMOS;C/DOCTOR LOPEZ SUAREZ, S/N;;982402239;lu-cia-monfortelemos-ia@guardiacivil.org ;
BURELA;GALICIA;LUGO;BURELA;CRTA. DE VILLASTROFE, 33;;982585705;lu-cia-burela-ia@guardiacivil.org;
I.A.E. DE OURENSE;GALICIA;ORENSE;OURENSE;C/ BIEITO AMADO, 17;;988235353;ou-cmd-ourense-ia@guardiacivil.org;
O CARBALLI�O;GALICIA;ORENSE;CARBALLI�O (O);CRTA. DE IRIXO, 66;;988270092;ou-iae-carballino@guardiacivil.org;
A RUA;GALICIA;ORENSE;RUA (A);C/FERRO COUSELO, 16;;988336040;ou-cia-rua-ia@guardiacivil.es;
VERIN;GALICIA;ORENSE;VERIN;C/SAN GREGORIO, S/N;;988410005;ou-iae-verin@guardiacivil.org;
CELANOVA;GALICIA;ORENSE;CELANOVA;AVDA. LOPEZ BLANCO, 69;;988431480;ou-cia-celanova-ia@guardiacivil.org;
I.A.E. DE PONTEVEDRA;GALICIA;PONTEVEDRA;PONTEVEDRA;AVD. DOMINGO FONTAN, 6- POIO;;986807900;PO-CMD-IARMAS@GUARDIACIVIL.ORG;
TUI;GALICIA;PONTEVEDRA;TUI;C/CALVO SOTELO, 41;;986600221;po-cia-tui-iarmas@guardiacivil.org;
PONTEAREAS;GALICIA;PONTEVEDRA;PONTEAREAS;AVDA. SARMIENTO RIVERA, 11;;986644086;po-iae-ponteareas@guardiacivil.org;
VIGO;GALICIA;PONTEVEDRA;VIGO;C/BARCELONA, 62-A;;986425150;po-iae-vigo@guardiacivil.org;
O PORRI�O;GALICIA;PONTEVEDRA;PORRI�O (O);C/TORNEIROS RELVA, S/N;;986331576;po-ia-porrino@guardiacivil.org;
VILAGARCIA DE AROUSA;GALICIA;PONTEVEDRA;VILAGARCIA DE AROUSA;C/RUA DO PINO,4;;986565262;po-cia-vilagarcia-ia@guardiacivil.org;
CAMBADOS;GALICIA;PONTEVEDRA;CAMBADOS;RUA VALLE INCLAN, 19;;986526934;po-iae-cambados@guardiacivil.org;
LALIN;GALICIA;PONTEVEDRA;LALIN;RUA GARDA CIVIL, 41;;986787119;po-ia-lalin@guardiacivil.org;
A ESTRADA;GALICIA;PONTEVEDRA;ESTRADA (A);AVDA. PONTEVEDRA, 41;;986590911;po-iae-aestrada@guardiacivil.org;
ZONA DE CANARIAS;CANARIAS;TENERIFE;SANTA CRUZ DE TENERIFE;C/CONDE DE PALLASAR, 3;;922648500;tf-zon-santacruztenerife-ia@guardiacivil.org;
I.A.E. DE SANTA CRUZ DE TENERIFE;CANARIAS;TENERIFE;SANTA CRUZ DE TENERIFE;C/CONDE DE PALLASAR, 3;;922648500;tf-cmd-santacruztenerife-ia@guardiacivil.org;
PUERTO DE LA CRUZ;CANARIAS;TENERIFE;PUERTO DE LA CRUZ;AVDA. BLAS PEREZ GONZALEZ, 6;;922378000;tf-iae-puertocruz@guardiacivil.org;
SANTA CRUZ DE LA PALMA;CANARIAS;TENERIFE;SANTA CRUZ DE LA PALMA;C/SEBASTIAN AROZENA, 2;;922425360;tf-iae-santacruzpalma@guardiacivil.org;
VALVERDE DEL HIERRO;CANARIAS;TENERIFE;VALVERDE;AVDA. DACIO DARIAS, 101;;922552045;tf-iae-valverdehierro@guardiacivil.org;
PLAYA DE LAS AMERICAS;CANARIAS;TENERIFE;ARONA;AVDA. NOELIA AFONSO, 5;;922789617;tf-iae-playaamericas@guardiacivil.org;
SAN SEBASTIAN DE LA GOMERA;CANARIAS;TENERIFE;SAN SEBASTIAN DE LA GOMERA;C/ JONAY, 1;;922870255;tf-iae-sansebastiangomera@guardiacivil.org;
I.A.E. DE LAS PALMAS DE GRAN CANARIA;CANARIAS;PALMAS;PALMAS DE GRAN CANARIA (LAS);C/ALICANTE, 7-9;;928320400;gc-cmd-palmasgrancanaria-iarmas@guardiacivil.org;
SANTA MARIA DE GUIA;CANARIAS;PALMAS;SANTA MARIA DE GUIA DE GRAN CANARIA;C/ ALCALDEOSCAR BAUTISTA AFONSO, 1;;928553544;gc-iae-santamariaguia@guardiacivil.es;
VECINDARIO;CANARIAS;PALMAS;SANTA LUCIA DE TIRAJANA;C/ DOCTOR NEGRIN S/N;;928793800;gc-ia-vecindario@guardiacivil.org;
COSTA TEGUISE;CANARIAS;PALMAS;TEGUISE;C/ ZORONDONGO, 12;;928592100;gc-iae-teguise@guardiacivil.org;
PUERTO ROSARIO;CANARIAS;PALMAS;PUERTO DEL ROSARIO;C/ INDALECIO PRIETO, 4;;928851100;gc-iae-puertorosario@guardiacivil.org;
I.A.E. DE PALMA DE MALLORCA;BALEARES;BALEARES;PALMA DE MALLORCA;C/ MANUEL AZA�A, 10;;971774260;ib-cmd-palmamallorca-ia@guardiacivil.org;
INCA;BALEARES;BALEARES;INCA;C/ REY SANCHO, 72;;971501450;ib-cia-inca-ia@guardiacivil.org;
MANACOR;BALEARES;BALEARES;MANACOR;CTRA PALMA-ARTA, KM 49;;971554232;ib-cia-manacor-ia@guardiacivil.org;
CAMPOS;BALEARES;BALEARES;CAMPOS;C/ SANTA BASSILISA, 4;;971160170; ib-pto-campos-ia@guardiacivil.org;
MAHON;BALEARES;BALEARES;MAHON;AVDA. JOSE ANSELMO CLAVE, 392;;971365888;ib-cia-mahon-ia@guardiacivil.org;
IBIZA;BALEARES;BALEARES;EIVISSA;CTRA. DEL AEROPUERTO KM 2,200 COMPA�IA DE LA GUARDIA CIVIL;;971301195;ib-cia-ibiza-ia@guardiacivil.org;
INTERVENCI�N CENTRAL DE ARMAS Y EXPLOSIVOS;MADRID;MADRID;MADRID;C/ BATALLA DEL SALADO, 32;;915146000;dg.icae@guardiacivil.org;
SERVICIO DE PROTECCI�N Y SEGURIDAD;MADRID;MADRID;MADRID;BATALLA DEL SALADO, 32;;915146900;dg-seprose@guardiacivil.org;
